No.,Time,Source,Destination,Protocol,Length,Info,cumsum,Bytes in flight,good_time
17181,13.794504,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13508695 Ack=157 Win=87808 Len=1388 TSval=29486922 TSecr=2885411311,179672,123532,
17183,13.794531,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13510083 Ack=157 Win=87808 Len=1388 TSval=29486922 TSecr=2885411311,181132,124920,
17185,13.794606,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13511471 Ack=157 Win=87808 Len=1388 TSval=29486922 TSecr=2885411312,182592,116592,
17186,13.794614,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13512859 Ack=157 Win=87808 Len=1388 TSval=29486922 TSecr=2885411312,184052,117980,
17187,13.794649,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13514247 Ack=157 Win=87808 Len=1388 TSval=29486922 TSecr=2885411312,185512,119368,
17188,13.794655,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13515635 Ack=157 Win=87808 Len=1388 TSval=29486922 TSecr=2885411312,186972,120756,
17190,13.794713,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13517023 Ack=157 Win=87808 Len=1388 TSval=29486922 TSecr=2885411312,188432,122144,
17191,13.794719,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13518411 Ack=157 Win=87808 Len=1388 TSval=29486922 TSecr=2885411312,189892,123532,
17195,13.800154,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13519799 Ack=157 Win=87808 Len=1388 TSval=29486924 TSecr=2885411316,191352,120756,
17196,13.800169,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13521187 Ack=157 Win=87808 Len=1388 TSval=29486924 TSecr=2885411316,192812,122144,
17197,13.800205,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13522575 Ack=157 Win=87808 Len=1388 TSval=29486924 TSecr=2885411316,194272,123532,
17198,13.800213,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13523963 Ack=157 Win=87808 Len=1388 TSval=29486924 TSecr=2885411316,195732,124920,
17200,13.800279,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13525351 Ack=157 Win=87808 Len=1388 TSval=29486924 TSecr=2885411317,197192,123532,
17201,13.800286,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13526739 Ack=157 Win=87808 Len=1388 TSval=29486924 TSecr=2885411317,198652,124920,
17204,13.800382,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13528127 Ack=157 Win=87808 Len=1388 TSval=29486924 TSecr=2885411317,200112,117980,
17205,13.800389,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13529515 Ack=157 Win=87808 Len=1388 TSval=29486924 TSecr=2885411317,201572,119368,
17206,13.800423,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13530903 Ack=157 Win=87808 Len=1388 TSval=29486924 TSecr=2885411317,203032,120756,
17207,13.800429,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13532291 Ack=157 Win=87808 Len=1388 TSval=29486924 TSecr=2885411317,204492,122144,
17208,13.800463,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13533679 Ack=157 Win=87808 Len=1388 TSval=29486924 TSecr=2885411317,205952,123532,
17210,13.800491,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13535067 Ack=157 Win=87808 Len=1388 TSval=29486924 TSecr=2885411317,207412,124920,
17214,13.806214,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13536455 Ack=157 Win=87808 Len=1388 TSval=29486925 TSecr=2885411320,208872,123532,
17215,13.806233,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13537843 Ack=157 Win=87808 Len=1388 TSval=29486925 TSecr=2885411320,210332,124920,
17217,13.806327,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13539231 Ack=157 Win=87808 Len=1388 TSval=29486925 TSecr=2885411320,211792,120756,
17218,13.806337,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13540619 Ack=157 Win=87808 Len=1388 TSval=29486925 TSecr=2885411320,213252,122144,
17219,13.80638,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13542007 Ack=157 Win=87808 Len=1388 TSval=29486925 TSecr=2885411320,214712,123532,
17220,13.806389,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13543395 Ack=157 Win=87808 Len=1388 TSval=29486925 TSecr=2885411320,216172,124920,
17223,13.806552,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13544783 Ack=157 Win=87808 Len=1388 TSval=29486926 TSecr=2885411323,217632,120756,
17224,13.806563,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13546171 Ack=157 Win=87808 Len=1388 TSval=29486926 TSecr=2885411323,219092,122144,
17225,13.806608,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13547559 Ack=157 Win=87808 Len=1388 TSval=29486926 TSecr=2885411323,220552,123532,
17226,13.806616,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13548947 Ack=157 Win=87808 Len=1388 TSval=29486926 TSecr=2885411323,222012,124920,
17228,13.806699,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13550335 Ack=157 Win=87808 Len=1388 TSval=29486926 TSecr=2885411323,223472,123532,
17230,13.806735,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13551723 Ack=157 Win=87808 Len=1388 TSval=29486926 TSecr=2885411323,224932,124920,
17234,13.81182,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13553111 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411324,226392,123532,
17235,13.811839,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13554499 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411324,227852,124920,
17237,13.811933,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13555887 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411326,229312,120756,
17238,13.811943,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13557275 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411326,230772,122144,
17239,13.811986,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13558663 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411326,232232,123532,
17240,13.811995,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13560051 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411326,233692,124920,
17243,13.81212,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13561439 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411329,235152,120756,
17244,13.812132,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13562827 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411329,236612,122144,
17245,13.812176,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13564215 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411329,238072,123532,
17246,13.812184,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13565603 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411329,239532,124920,
17248,13.812267,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13566991 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411329,240992,123532,
17250,13.812304,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13568379 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411329,242452,124920,
17252,13.812398,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13569767 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411331,243912,122144,
17253,13.812409,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13571155 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411331,245372,123532,
17255,13.812489,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13572543 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411334,246832,122144,
17256,13.812499,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13573931 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411334,248292,123532,
17258,13.812567,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13575319 Ack=157 Win=87808 Len=1388 TSval=29486927 TSecr=2885411334,249752,124920,
17262,13.817824,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13576707 Ack=157 Win=87808 Len=1388 TSval=29486929 TSecr=2885411334,251212,120756,
17263,13.817842,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13578095 Ack=157 Win=87808 Len=1388 TSval=29486929 TSecr=2885411334,252672,122144,
17264,13.817884,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13579483 Ack=157 Win=87808 Len=1388 TSval=29486929 TSecr=2885411334,254132,123532,
17265,13.817892,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13580871 Ack=157 Win=87808 Len=1388 TSval=29486929 TSecr=2885411334,255592,124920,
17267,13.817966,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13582259 Ack=157 Win=87808 Len=1388 TSval=29486929 TSecr=2885411337,257052,123532,
17268,13.817975,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13583647 Ack=157 Win=87808 Len=1388 TSval=29486929 TSecr=2885411337,258512,124920,
17273,13.854298,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13585035 Ack=157 Win=87808 Len=1388 TSval=29486940 TSecr=2885411377,259972,123532,
17275,13.854387,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13586423 Ack=157 Win=87808 Len=1388 TSval=29486940 TSecr=2885411377,261432,124920,
17279,13.865644,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13587811 Ack=157 Win=87808 Len=1388 TSval=29486943 TSecr=2885411382,262892,123532,
17281,13.86569,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13589199 Ack=157 Win=87808 Len=1388 TSval=29486943 TSecr=2885411382,264352,124920,
17285,13.871417,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13590587 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411388,265812,123532,
17286,13.871435,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13591975 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411388,267272,124920,
17288,13.871527,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13593363 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411388,268732,120756,
17289,13.871537,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13594751 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411388,270192,122144,
17290,13.871576,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13596139 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411388,271652,123532,
17291,13.871582,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13597527 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411388,273112,124920,
17294,13.871687,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13598915 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411389,274572,119368,
17295,13.871696,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13600303 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411389,276032,120756,
17296,13.871734,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13601691 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411389,277492,122144,
17297,13.871743,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13603079 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411389,278952,123532,
17299,13.871813,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13604467 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411395,280412,117980,
17301,13.871844,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13605855 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411395,281872,119368,
17302,13.871886,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13607243 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411395,283332,120756,
17303,13.871894,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13608631 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411395,284792,122144,
17304,13.87193,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13610019 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411395,286252,123532,
17305,13.871938,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13611407 Ack=157 Win=87808 Len=1388 TSval=29486945 TSecr=2885411395,287712,124920,
17310,13.881261,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13612795 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411395,289172,117980,
17311,13.881288,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13614183 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411395,290632,119368,
17312,13.881343,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13615571 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411395,292092,120756,
17313,13.881352,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13616959 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411395,293552,122144,
17314,13.881395,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13618347 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411395,295012,123532,
17315,13.881403,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13619735 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411395,296472,124920,
17318,13.881536,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13621123 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411396,297932,122144,
17319,13.881546,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13622511 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411396,299392,123532,
17321,13.881638,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13623899 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411401,300852,117980,
17322,13.881648,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13625287 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411401,302312,119368,
17323,13.881689,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13626675 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411401,303772,120756,
17325,13.881726,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13628063 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411401,305232,122144,
17326,13.881773,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13629451 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411401,306692,123532,
17327,13.881781,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13630839 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411401,308152,124920,
17329,13.881871,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13632227 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411402,309612,117980,
17330,13.881882,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13633615 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411402,311072,119368,
17332,13.881955,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13635003 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411402,312532,120756,
17333,13.881964,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13636391 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411402,313992,122144,
17334,13.882009,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13637779 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411402,315452,123532,
17335,13.882019,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13639167 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411402,316912,124920,
17337,13.882098,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13640555 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411403,318372,122144,
17339,13.882273,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13641943 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411403,319832,123532,
17340,13.882284,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13643331 Ack=157 Win=87808 Len=1388 TSval=29486948 TSecr=2885411403,321292,124920,
17344,13.886966,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13644719 Ack=157 Win=87808 Len=1388 TSval=29486950 TSecr=2885411408,322752,119368,
17345,13.886981,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13646107 Ack=157 Win=87808 Len=1388 TSval=29486950 TSecr=2885411408,324212,120756,
17346,13.887018,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13647495 Ack=157 Win=87808 Len=1388 TSval=29486950 TSecr=2885411408,325672,122144,
17347,13.887027,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13648883 Ack=157 Win=87808 Len=1388 TSval=29486950 TSecr=2885411408,327132,123532,
17349,13.887107,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13650271 Ack=157 Win=87808 Len=1388 TSval=29486950 TSecr=2885411408,328592,116592,
17350,13.887117,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13651659 Ack=157 Win=87808 Len=1388 TSval=29486950 TSecr=2885411408,330052,117980,
17352,13.88718,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13653047 Ack=157 Win=87808 Len=1388 TSval=29486950 TSecr=2885411408,331512,119368,
17353,13.887191,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13654435 Ack=157 Win=87808 Len=1388 TSval=29486950 TSecr=2885411408,332972,120756,
17354,13.887245,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13655823 Ack=157 Win=87808 Len=1388 TSval=29486950 TSecr=2885411408,334432,122144,
17355,13.88729,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13657211 Ack=157 Win=87808 Len=1388 TSval=29486950 TSecr=2885411408,335892,123532,
17359,13.895314,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13658599 Ack=157 Win=87808 Len=1388 TSval=29486952 TSecr=2885411409,337352,120756,
17360,13.895337,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13659987 Ack=157 Win=87808 Len=1388 TSval=29486952 TSecr=2885411409,338812,122144,
17361,13.895387,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13661375 Ack=157 Win=87808 Len=1388 TSval=29486952 TSecr=2885411409,340272,123532,
17362,13.895398,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13662763 Ack=157 Win=87808 Len=1388 TSval=29486952 TSecr=2885411409,341732,124920,
17366,13.900024,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13664151 Ack=157 Win=87808 Len=1388 TSval=29486954 TSecr=2885411414,343192,119368,
17367,13.900059,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13665539 Ack=157 Win=87808 Len=1388 TSval=29486954 TSecr=2885411414,344652,120756,
17368,13.900117,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13666927 Ack=157 Win=87808 Len=1388 TSval=29486954 TSecr=2885411414,346112,122144,
17369,13.900129,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13668315 Ack=157 Win=87808 Len=1388 TSval=29486954 TSecr=2885411414,347572,123532,
17371,13.900247,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13669703 Ack=157 Win=87808 Len=1388 TSval=29486954 TSecr=2885411415,349032,116592,
17372,13.900258,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13671091 Ack=157 Win=87808 Len=1388 TSval=29486954 TSecr=2885411415,350492,117980,
17374,13.900362,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13672479 Ack=157 Win=87808 Len=1388 TSval=29486954 TSecr=2885411415,351952,119368,
17375,13.900373,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13673867 Ack=157 Win=87808 Len=1388 TSval=29486954 TSecr=2885411415,353412,120756,
17376,13.90042,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13675255 Ack=157 Win=87808 Len=1388 TSval=29486954 TSecr=2885411415,354872,122144,
17377,13.90043,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13676643 Ack=157 Win=87808 Len=1388 TSval=29486954 TSecr=2885411415,356332,123532,
17379,13.900526,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13678031 Ack=157 Win=87808 Len=1388 TSval=29486954 TSecr=2885411416,357792,122144,
17381,13.90066,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13679419 Ack=157 Win=87808 Len=1388 TSval=29486954 TSecr=2885411416,359252,123532,
