No.,Time,Source,Destination,Protocol,Length,Info,cumsum,Bytes in flight,good_time
17385,13.905556,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13680807 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411420,360712,119368,
17386,13.905571,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13682195 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411420,362172,120756,
17387,13.90561,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13683583 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411420,363632,122144,
17388,13.905619,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13684971 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411420,365092,123532,
17390,13.905699,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13686359 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411421,366552,115204,
17391,13.905707,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13687747 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411421,368012,116592,
17393,13.905767,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13689135 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411421,369472,117980,
17394,13.905774,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13690523 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411421,370932,119368,
17395,13.905829,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13691911 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411421,372392,120756,
17396,13.905836,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13693299 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411421,373852,122144,
17397,13.905871,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13694687 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411421,375312,123532,
17399,13.905898,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13696075 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411421,376772,124920,
17401,13.905968,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13697463 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411422,378232,123532,
17402,13.905976,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13698851 Ack=157 Win=87808 Len=1388 TSval=29486955 TSecr=2885411422,379692,124920,
17406,13.911426,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13700239 Ack=157 Win=87808 Len=1388 TSval=29486957 TSecr=2885411424,381152,119368,
17407,13.911446,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13701627 Ack=157 Win=87808 Len=1388 TSval=29486957 TSecr=2885411424,382612,120756,
17408,13.911486,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13703015 Ack=157 Win=87808 Len=1388 TSval=29486957 TSecr=2885411424,384072,122144,
17409,13.911494,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13704403 Ack=157 Win=87808 Len=1388 TSval=29486957 TSecr=2885411424,385532,123532,
17410,13.911525,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13705791 Ack=157 Win=87808 Len=1388 TSval=29486957 TSecr=2885411424,386992,124920,
17412,13.911599,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13707179 Ack=157 Win=87808 Len=1388 TSval=29486957 TSecr=2885411425,388452,123532,
17414,13.911631,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13708567 Ack=157 Win=87808 Len=1388 TSval=29486957 TSecr=2885411425,389912,124920,
17418,13.944864,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13709955 Ack=157 Win=87808 Len=1388 TSval=29486967 TSecr=2885411467,391372,123532,
17420,13.944926,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13711343 Ack=157 Win=87808 Len=1388 TSval=29486967 TSecr=2885411467,392832,124920,
17424,13.956399,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13712731 Ack=157 Win=87808 Len=1388 TSval=29486970 TSecr=2885411472,394292,122144,
17426,13.956438,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13714119 Ack=157 Win=87808 Len=1388 TSval=29486970 TSecr=2885411472,395752,123532,
17427,13.956492,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13715507 Ack=157 Win=87808 Len=1388 TSval=29486971 TSecr=2885411472,397212,124920,
17428,13.956502,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13716895 Ack=157 Win=87808 Len=1388 TSval=29486971 TSecr=2885411472,398672,126308,
17430,13.956583,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13718283 Ack=157 Win=87808 Len=1388 TSval=29486971 TSecr=2885411478,400132,123532,
17431,13.956592,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13719671 Ack=157 Win=87808 Len=1388 TSval=29486971 TSecr=2885411478,401592,124920,
17435,13.963131,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13721059 Ack=157 Win=87808 Len=1388 TSval=29486973 TSecr=2885411479,403052,122144,
17436,13.96316,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13722447 Ack=157 Win=87808 Len=1388 TSval=29486973 TSecr=2885411479,404512,123532,
17437,13.963218,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13723835 Ack=157 Win=87808 Len=1388 TSval=29486973 TSecr=2885411479,405972,124920,
17438,13.963226,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13725223 Ack=157 Win=87808 Len=1388 TSval=29486973 TSecr=2885411479,407432,126308,
17442,13.969109,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13726611 Ack=157 Win=87808 Len=1388 TSval=29486974 TSecr=2885411485,408892,120756,
17443,13.969131,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13727999 Ack=157 Win=87808 Len=1388 TSval=29486974 TSecr=2885411485,410352,122144,
17444,13.969185,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13729387 Ack=157 Win=87808 Len=1388 TSval=29486974 TSecr=2885411485,411812,123532,
17445,13.969195,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13730775 Ack=157 Win=87808 Len=1388 TSval=29486974 TSecr=2885411485,413272,124920,
17447,13.969293,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13732163 Ack=157 Win=87808 Len=1388 TSval=29486974 TSecr=2885411486,414732,119368,
17448,13.969306,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13733551 Ack=157 Win=87808 Len=1388 TSval=29486974 TSecr=2885411486,416192,120756,
17450,13.969393,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13734939 Ack=157 Win=87808 Len=1388 TSval=29486974 TSecr=2885411486,417652,122144,
17451,13.969405,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13736327 Ack=157 Win=87808 Len=1388 TSval=29486974 TSecr=2885411486,419112,123532,
17452,13.969453,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13737715 Ack=157 Win=87808 Len=1388 TSval=29486974 TSecr=2885411486,420572,124920,
17453,13.969464,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13739103 Ack=157 Win=87808 Len=1388 TSval=29486974 TSecr=2885411486,422032,126308,
17455,13.969563,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13740491 Ack=157 Win=87808 Len=1388 TSval=29486974 TSecr=2885411487,423492,123532,
17457,13.969604,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13741879 Ack=157 Win=87808 Len=1388 TSval=29486974 TSecr=2885411487,424952,124920,
17461,13.974858,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13743267 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411491,426412,119368,
17462,13.974871,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13744655 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411491,427872,120756,
17463,13.974907,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13746043 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411491,429332,122144,
17464,13.974913,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13747431 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411491,430792,123532,
17465,13.974947,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13748819 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411491,432252,124920,
17466,13.974955,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13750207 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411491,433712,126308,
17469,13.975058,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13751595 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411492,435172,119368,
17470,13.975067,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13752983 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411492,436632,120756,
17471,13.975102,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13754371 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411492,438092,122144,
17472,13.975109,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13755759 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411492,439552,123532,
17473,13.975142,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13757147 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411492,441012,124920,
17475,13.97517,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13758535 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411492,442472,126308,
17477,13.975246,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13759923 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411493,443932,122144,
17478,13.975258,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13761311 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411493,445392,123532,
17479,13.975293,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13762699 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411493,446852,124920,
17480,13.9753,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13764087 Ack=157 Win=87808 Len=1388 TSval=29486976 TSecr=2885411493,448312,126308,
17485,13.980688,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13765475 Ack=157 Win=87808 Len=1388 TSval=29486978 TSecr=2885411498,449772,120756,
17486,13.980701,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13766863 Ack=157 Win=87808 Len=1388 TSval=29486978 TSecr=2885411498,451232,122144,
17487,13.980737,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13768251 Ack=157 Win=87808 Len=1388 TSval=29486978 TSecr=2885411498,452692,123532,
17488,13.980745,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13769639 Ack=157 Win=87808 Len=1388 TSval=29486978 TSecr=2885411498,454152,124920,
17489,13.980775,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13771027 Ack=157 Win=87808 Len=1388 TSval=29486978 TSecr=2885411498,455612,126308,
17493,13.986599,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13772415 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411499,457072,120756,
17494,13.986617,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13773803 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411499,458532,122144,
17495,13.986662,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13775191 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411499,459992,123532,
17496,13.986671,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13776579 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411499,461452,124920,
17498,13.986755,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13777967 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411500,462912,117980,
17499,13.986766,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13779355 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411500,464372,119368,
17501,13.986842,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13780743 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411500,465832,120756,
17502,13.986852,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13782131 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411500,467292,122144,
17503,13.986893,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13783519 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411500,468752,123532,
17504,13.986901,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13784907 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411500,470212,124920,
17506,13.986985,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13786295 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411504,471672,123532,
17508,13.987019,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13787683 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411504,473132,124920,
17510,13.987107,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13789071 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411504,474592,122144,
17511,13.987117,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13790459 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411504,476052,123532,
17512,13.987159,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13791847 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411504,477512,124920,
17513,13.987167,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13793235 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411504,478972,126308,
17516,13.98728,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13794623 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411505,480432,120756,
17517,13.98729,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13796011 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411505,481892,122144,
17518,13.987332,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13797399 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411505,483352,123532,
17519,13.987342,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13798787 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411505,484812,124920,
17521,13.987427,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13800175 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411506,486272,119368,
17523,13.987464,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13801563 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411506,487732,120756,
17524,13.987899,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13802951 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411506,489192,122144,
17525,13.98791,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13804339 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411506,490652,123532,
17526,13.988442,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13805727 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411506,492112,124920,
17527,13.98845,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13807115 Ack=157 Win=87808 Len=1388 TSval=29486980 TSecr=2885411506,493572,126308,
17532,13.99244,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13808503 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411511,495032,120756,
17533,13.992456,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13809891 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411511,496492,122144,
17534,13.992501,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13811279 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411511,497952,123532,
17535,13.992511,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13812667 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411511,499412,124920,
17537,13.992599,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13814055 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411512,500872,117980,
17538,13.99261,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13815443 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411512,502332,119368,
17540,13.992685,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13816831 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411512,503792,120756,
17541,13.992693,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13818219 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411512,505252,122144,
17542,13.992734,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13819607 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411512,506712,123532,
17543,13.992743,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13820995 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411512,508172,124920,
17545,13.992831,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13822383 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411513,509632,117980,
17547,13.992866,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13823771 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411513,511092,119368,
17548,13.992911,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13825159 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411513,512552,120756,
17549,13.99292,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13826547 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411513,514012,122144,
17550,13.992961,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13827935 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411513,515472,123532,
17551,13.99297,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13829323 Ack=157 Win=87808 Len=1388 TSval=29486981 TSecr=2885411513,516932,124920,
17556,13.998316,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13830711 Ack=157 Win=87808 Len=1388 TSval=29486983 TSecr=2885411517,518392,122144,
17557,13.998335,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13832099 Ack=157 Win=87808 Len=1388 TSval=29486983 TSecr=2885411517,519852,123532,
17558,13.998379,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13833487 Ack=157 Win=87808 Len=1388 TSval=29486983 TSecr=2885411517,521312,124920,
17559,13.998387,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13834875 Ack=157 Win=87808 Len=1388 TSval=29486983 TSecr=2885411517,522772,126308,
17563,14.029758,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13836263 Ack=157 Win=87808 Len=1388 TSval=29486992 TSecr=2885411552,524232,124920,
17565,14.02985,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13837651 Ack=157 Win=87808 Len=1388 TSval=29486993 TSecr=2885411552,525692,126308,
17569,14.041566,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13839039 Ack=157 Win=87808 Len=1388 TSval=29486996 TSecr=2885411558,527152,124920,
17571,14.041608,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13840427 Ack=157 Win=87808 Len=1388 TSval=29486996 TSecr=2885411558,528612,126308,
17573,14.041726,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13841815 Ack=157 Win=87808 Len=1388 TSval=29486996 TSecr=2885411564,530072,124920,
17574,14.041738,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13843203 Ack=157 Win=87808 Len=1388 TSval=29486996 TSecr=2885411564,531532,126308,
17578,14.048122,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13844591 Ack=157 Win=87808 Len=1388 TSval=29486998 TSecr=2885411564,532992,124920,
17579,14.048136,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13845979 Ack=157 Win=87808 Len=1388 TSval=29486998 TSecr=2885411564,534452,126308,
17583,14.054205,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13847367 Ack=157 Win=87808 Len=1388 TSval=29487000 TSecr=2885411569,535912,120756,
17584,14.054224,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13848755 Ack=157 Win=87808 Len=1388 TSval=29487000 TSecr=2885411569,537372,122144,
17585,14.054266,10.234.187.248,147.46.244.85,TCP,1460,47510  >  8888 [ACK] Seq=13850143 Ack=157 Win=87808 Len=1388 TSval=29487000 TSecr=2885411569,538832,123532,
17586,14.054273,10.234.187.248,147.46.244.85,TCP,930,"47510  >  8888 [PSH, ACK] Seq=13851531 Ack=157 Win=87808 Len=858 TSval=29487000 TSecr=2885411569",539762,124390,
